-10647.68	798.20
-10632.33	-8.80
-10616.99	4.40
-10601.67	-0.20
-10586.38	3.80
-10571.10	8.40
-10555.84	-44.20
-10540.60	10.20
-10525.38	-6.20
-10510.19	11.80
-10495.01	-4.80
-10479.84	1.20
-10464.70	-0.40
-10449.58	-6.00
-10434.48	-2.00
-10419.39	-2.60
-10404.33	5.60
-10389.29	-1.40
-10374.26	-10.20
-10359.25	1.60
-10344.26	2.20
-10329.29	-4.40
-10314.34	5.80
-10299.41	16.80
-10284.50	10.40
-10269.61	10.80
-10254.73	2.80
-10239.88	-16.60
-10225.04	0.20
-10210.22	-2.00
-10195.42	-14.60
-10180.64	4.40
-10165.88	1.60
-10151.13	-4.40
-10136.41	1.80
-10121.70	7.40
-10107.01	-3.80
-10092.34	-9.20
-10077.69	-4.60
-10063.05	-2.60
-10048.44	0.00
-10033.84	-0.20
-10019.26	12.40
-10004.70	-6.60
-9990.16	-8.60
-9975.64	-1.20
-9961.13	-2.20
-9946.64	5.20
-9932.17	5.20
-9917.72	-4.00
-9903.29	-13.40
-9888.87	1.00
-9874.47	6.60
-9860.09	6.00
-9845.73	6.00
-9831.38	7.20
-9817.06	-19.40
-9802.75	-17.20
-9788.46	9.40
-9774.18	6.40
-9759.93	-4.40
-9745.69	-5.60
-9731.47	5.80
-9717.26	-45.40
-9703.08	-8.20
-9688.91	2.00
-9674.76	-1.80
-9660.63	4.40
-9646.51	15.60
-9632.41	4.20
-9618.33	2.20
-9604.27	-1.80
-9590.22	12.00
-9576.19	-0.60
-9562.18	16.00
-9548.18	3.80
-9534.20	5.00
-9520.24	4.20
-9506.30	4.20
-9492.37	-0.60
-9478.46	10.40
-9464.57	3.00
-9450.69	-3.80
-9436.83	2.60
-9422.99	5.20
-9409.16	1.40
-9395.35	-6.60
-9381.56	-4.20
-9367.79	-3.00
-9354.03	-12.20
-9340.29	8.60
-9326.56	9.40
-9312.85	0.00
-9299.16	-0.80
-9285.49	-7.20
-9271.83	-4.20
-9258.18	6.40
-9244.56	16.40
-9230.95	-11.00
-9217.36	3.20
-9203.78	-20.60
-9190.22	6.20
-9176.68	1.40
-9163.15	-5.40
-9149.64	1.40
-9136.14	6.00
-9122.66	-2.00
-9109.20	-2.60
-9095.75	4.60
-9082.32	-6.80
-9068.91	-13.60
-9055.51	-8.20
-9042.13	-1.20
-9028.76	-12.00
-9015.41	7.00
-9002.08	-12.20
-8988.76	10.00
-8975.46	21.00
-8962.17	-2.40
-8948.90	-3.00
-8935.65	-14.00
-8922.41	-19.40
-8909.18	-4.20
-8895.98	3.60
-8882.78	-7.80
-8869.61	4.00
-8856.45	5.80
-8843.30	3.80
-8830.17	4.60
-8817.06	8.20
-8803.96	3.60
-8790.88	-7.20
-8777.81	7.80
-8764.76	-14.80
-8751.72	0.20
-8738.70	3.80
-8725.69	-9.40
-8712.70	2.40
-8699.73	1.40
-8686.77	3.20
-8673.82	4.60
-8660.90	-0.60
-8647.98	-5.00
-8635.08	-1.80
-8622.20	-2.80
-8609.33	20.20
-8596.48	5.20
-8583.64	7.20
-8570.81	5.80
-8558.01	3.40
-8545.21	7.60
-8532.43	-5.80
-8519.67	1.60
-8506.92	0.60
-8494.19	18.00
-8481.47	-1.00
-8468.77	-9.00
-8456.08	-0.20
-8443.40	-3.20
-8430.74	6.40
-8418.10	0.40
-8405.47	4.60
-8392.85	-1.20
-8380.25	-5.80
-8367.66	4.60
-8355.09	6.60
-8342.53	-43.00
-8329.99	-9.40
-8317.46	-1.20
-8304.95	8.60
-8292.45	12.40
-8279.97	2.60
-8267.50	4.40
-8255.04	18.60
-8242.60	-1.40
-8230.17	12.20
-8217.76	2.20
-8205.36	12.00
-8192.98	1.00
-8180.61	4.80
-8168.25	-3.40
-8155.91	8.80
-8143.58	-5.60
-8131.27	3.60
-8118.97	-6.80
-8106.68	8.60
-8094.41	13.00
-8082.16	-5.00
-8069.91	-0.60
-8057.68	5.60
-8045.47	8.00
-8033.27	2.40
-8021.08	5.20
-8008.91	1.00
-7996.75	6.00
-7984.60	-20.60
-7972.47	12.40
-7960.35	-0.40
-7948.25	9.40
-7936.16	-4.00
-7924.08	-20.60
-7912.02	-5.40
-7899.97	-6.00
-7887.94	-6.00
-7875.92	-6.80
-7863.91	2.20
-7851.91	-6.60
-7839.93	-5.80
-7827.97	1.00
-7816.01	14.00
-7804.07	12.40
-7792.14	17.60
-7780.23	14.00
-7768.33	7.60
-7756.44	0.40
-7744.57	-2.00
-7732.71	-2.20
-7720.87	11.80
-7709.03	9.00
-7697.21	18.60
-7685.41	4.20
-7673.61	8.00
-7661.83	0.40
-7650.07	-1.40
-7638.31	4.60
-7626.57	-15.00
-7614.85	10.00
-7603.13	5.00
-7591.43	9.80
-7579.74	-4.80
-7568.07	2.20
-7556.41	3.20
-7544.76	1.80
-7533.12	-9.60
-7521.50	3.40
-7509.89	4.20
-7498.29	-5.20
-7486.71	1.00
-7475.14	7.20
-7463.58	11.40
-7452.03	9.60
-7440.50	-0.40
-7428.98	-8.00
-7417.48	1.80
-7405.98	4.60
-7394.50	2.60
-7383.03	-0.60
-7371.57	-6.60
-7360.13	0.80
-7348.70	3.60
-7337.28	-14.20
-7325.88	-3.20
-7314.48	-25.00
-7303.10	-111.60
-7291.74	-17.60
-7280.38	2.00
-7269.04	-6.20
-7257.71	-1.00
-7246.39	11.00
-7235.08	1.00
-7223.79	-4.20
-7212.51	-4.20
-7201.24	6.60
-7189.99	4.80
-7178.74	2.60
-7167.51	-6.80
-7156.29	-11.60
-7145.09	-4.40
-7133.89	-97.80
-7122.71	-15.60
-7111.54	-4.40
-7100.38	-0.60
-7089.24	-3.80
-7078.11	12.20
-7066.98	1.80
-7055.87	6.40
-7044.78	8.00
-7033.69	0.20
-7022.62	-2.20
-7011.56	9.00
-7000.51	-5.60
-6989.47	0.00
-6978.45	2.00
-6967.44	-1.20
-6956.44	13.00
-6945.45	-9.00
-6934.47	4.60
-6923.50	8.60
-6912.55	0.80
-6901.61	-8.20
-6890.68	2.40
-6879.76	-4.60
-6868.86	-7.00
-6857.96	0.60
-6847.08	-5.40
-6836.21	-10.20
-6825.35	-10.60
-6814.50	1.00
-6803.67	6.40
-6792.84	5.20
-6782.03	-4.00
-6771.23	-0.40
-6760.44	1.20
-6749.66	-5.60
-6738.90	-0.20
-6728.14	1.80
-6717.40	-5.40
-6706.67	12.60
-6695.95	9.80
-6685.24	-10.40
-6674.54	-15.80
-6663.86	6.20
-6653.18	7.60
-6642.52	-15.20
-6631.87	1.60
-6621.23	-1.20
-6610.60	-9.00
-6599.98	3.80
-6589.38	0.60
-6578.78	-13.60
-6568.20	-9.20
-6557.63	-10.60
-6547.07	2.60
-6536.52	10.00
-6525.98	-6.40
-6515.45	-2.00
-6504.93	2.20
-6494.43	-8.80
-6483.93	14.60
-6473.45	0.80
-6462.98	-0.80
-6452.52	-4.20
-6442.07	-3.20
-6431.63	1.40
-6421.20	0.80
-6410.79	9.40
-6400.38	-10.60
-6389.99	-2.00
-6379.60	-0.60
-6369.23	15.00
-6358.87	10.80
-6348.52	9.20
-6338.18	1.80
-6327.85	5.60
-6317.53	5.20
-6307.22	-17.40
-6296.92	17.20
-6286.64	-2.40
-6276.36	9.00
-6266.10	-1.20
-6255.84	4.40
-6245.60	-3.80
-6235.37	-8.00
-6225.15	11.20
-6214.94	-7.00
-6204.74	0.80
-6194.55	10.00
-6184.37	-7.60
-6174.20	5.60
-6164.04	5.40
-6153.89	8.20
-6143.76	-5.60
-6133.63	-9.80
-6123.52	1.20
-6113.41	16.00
-6103.32	15.00
-6093.23	-0.20
-6083.16	14.00
-6073.10	4.60
-6063.04	-12.20
-6053.00	-19.40
-6042.97	-1.20
-6032.95	2.40
-6022.94	4.40
-6012.93	23.20
-6002.94	2.80
-5992.96	8.40
-5982.99	5.40
-5973.03	-4.20
-5963.08	11.80
-5953.15	1.40
-5943.22	-3.20
-5933.30	-3.80
-5923.39	4.60
-5913.49	-6.20
-5903.60	8.80
-5893.73	2.40
-5883.86	0.80
-5874.00	3.60
-5864.15	2.80
-5854.31	1.20
-5844.49	-1.40
-5834.67	3.80
-5824.86	5.80
-5815.06	-1.40
-5805.28	0.20
-5795.50	-14.20
-5785.73	-3.60
-5775.98	-4.20
-5766.23	10.20
-5756.49	-1.00
-5746.76	-6.40
-5737.05	-22.20
-5727.34	3.80
-5717.64	6.60
-5707.95	0.20
-5698.27	1.00
-5688.61	-5.00
-5678.95	-7.80
-5669.30	9.00
-5659.66	-2.00
-5650.03	2.00
-5640.41	4.60
-5630.80	0.40
-5621.20	0.80
-5611.61	-2.00
-5602.03	-8.20
-5592.46	4.40
-5582.90	6.00
-5573.35	7.00
-5563.81	13.40
-5554.27	-15.60
-5544.75	-11.20
-5535.24	-1.60
-5525.73	-2.80
-5516.24	-9.60
-5506.76	-10.20
-5497.28	-4.80
-5487.82	10.00
-5478.36	-0.40
-5468.91	15.00
-5459.48	2.20
-5450.05	9.40
-5440.63	3.40
-5431.22	11.40
-5421.83	13.00
-5412.44	-2.00
-5403.06	-5.60
-5393.69	0.40
-5384.32	-5.80
-5374.97	0.40
-5365.63	5.20
-5356.30	-4.80
-5346.97	5.20
-5337.66	3.20
-5328.35	-10.20
-5319.05	-4.20
-5309.77	5.80
-5300.49	7.00
-5291.22	7.00
-5281.96	8.00
-5272.71	-5.80
-5263.47	6.40
-5254.24	0.20
-5245.02	2.40
-5235.80	-2.80
-5226.60	-14.40
-5217.40	-5.40
-5208.22	-14.80
-5199.04	-11.20
-5189.87	-14.60
-5180.71	6.00
-5171.56	17.20
-5162.42	-8.60
-5153.29	-1.00
-5144.17	22.80
-5135.05	-7.40
-5125.95	6.80
-5116.85	17.20
-5107.77	-13.40
-5098.69	6.80
-5089.62	-0.80
-5080.56	-1.20
-5071.51	15.20
-5062.47	6.60
-5053.43	-4.60
-5044.41	-5.60
-5035.39	-10.60
-5026.39	10.20
-5017.39	10.20
-5008.40	5.40
-4999.42	-1.80
-4990.45	5.40
-4981.48	-2.00
-4972.53	3.20
-4963.58	7.00
-4954.65	-5.20
-4945.72	-15.80
-4936.80	-6.40
-4927.89	0.00
-4918.99	6.40
-4910.10	3.60
-4901.21	5.00
-4892.33	2.80
-4883.47	10.20
